title,author,year,abstract
What the architect needs to know about archives,Schoenberner R.,1964,
The Georgia archives building - A case study in promotion,Bryan M.,1964,
Properly arranged and so correctly recorded,Knowlton J.,1964,
Records salvage after the fire at Colgate University,Williams H.,1964,
The federal paperwork jungle - The natives are becoming restless,Olsen A.,1964,
Methodist records and history at the grassroots in Northern Virginia,Schell E.,1964,
Current paperwork problems in American industry,Clark J.,1964,
"Archivists, librarians, and the National Union catalog of manuscript collections",Berner R.C.,1964,
College archives and academic research,Shipton C.,1964,
Collecting business records,King J.,1964,
Toronto's venture into paperwork control and orderliness,Woadden A.,1964,
Primera Reunión Argentina de historia social y económica,Tanodi A.,1964,
The prehistory and origins of the national historical publications commission,Leland W.,1964,
"The ""Better reception, preservation, and more convenient use"" of public records in eighteenth-century England",Mullett C.F.,1964,
The project on the history of recent physics in the United States,King W.J.,1964,
Medical records and history,Blake J.,1964,
The wheeler survey records: A study in archival anomaly,Dewing C.,1964,
Manuscripts and manufacts,Washburn W.,1964,
The anatomy of a collection: The Rhees papers,Reingold N.,1964,
The many faces of the Pennsylvania archives,Evans F.,1964,
North Carolina - Three hundredth birthday,Sanford T.,1964,
The sources of labor history: Problem and promise,Stewart W.,1964,
The inter-American technical council on archives,Ulibarri G.,1964,
Horizons unlimited,De Valinger L.,1964,
"Los Archivos en El Salvador, C. A.",Choto R.,1964,
Archival arrangement - Five different operations at five different levels,Holmes O.,1964,
Archival experience in a prototype intermediate depository,East S.,1964,
The metes and bounds of records management,McCool O.,1964,
Records of the National Grange in its Washington Office,Finneran H.,1964,
Cataloging manuscripts - A simple scheme,Bordin R.B.,1964,
Sources for American history in three Italian Archives,Manigaulte J.W.,1964,
The secret vatican archives,Weber F.J.,1964,
Archival underdevelopment in Latin America,Mendoza G.,1965,
Critical judgment of Posner's American State Archives,Dowd M.,1965,
The rotating case display: An opportunity,Schmidt W.,1965,
The Tanganyika archives,Wright M.,1965,
A nationwide system of controlling historical manuscripts in the United States,Schellenberg T.,1965,
Manuscript collections at Stephen F. Austin State College,Maxwell R.,1965,
Problems in the use of manuscripts,Preston J.,1965,
Private letters and the public domain,Cox H.,1965,
The manuscript department in the Duke University Library,Russell M.,1965,
The Southern historical collection,Wallace C.A.,1965,
Documentary reproduction: Letterpress publication - Why? What? How?,Lee C.,1965,
A historian looks at the national union catalog of manuscript collections,Binkley W.,1965,
"The Southwest collection at ""Texas Tech""",Dunn R.S.,1965,
The scholar and documentary publication,Olson J.C.,1965,
Government archives and records management,Hammitt J.,1965,
Archival standards and the Posner report: Some reflections on the historical society approach,Ham F.,1965,
Archives administration in Australia,Johnson M.,1965,
Decimal filing: Its general background and an account of its rise and fall in the U.S. war department,Deutrich M.,1965,
The archivist meets the records creator,Fishbein M.,1965,
Chancery archives,Weber F.J.,1965,
Preserving church historical resources,Suelflow A.,1965,
The role of the secular institution in collecting church records,Warner R.,1965,
Truman and the presidency - Records and oral recollections,Morrissey C.,1965,
Still to be done,Alldredge E.,1965,
Archival sources for American political history,Hays S.,1965,
B.B.C. Popularizes archives,Emmison F.,1965,
The principle of provenance and modern records in the United States,Schellenberg T.,1965,
Reflections on oral history,Benison S.,1965,
Oral history - An appeal for more systematic procedures,Colman G.,1965,
Problems for practitioners of oral history,Swain D.C.,1965,
Le guide des sources de l'Histoire d'Amérique Latine,Kecskeméti P.,1965,
"Margaret cross norton, archivist emerita",Powell P.,1966,
An effective acquisition program for the religious archives,Gingerich M.,1966,
The record group concept: A case for abandonment,Scott P.,1966,
Archival principles and the curator of manuscripts,Brubaker R.,1966,
"Administration and the ""three ages"" of archives",Pérotin Y.,1966,
A second look at presidential libraries,Kirkendall R.S.,1966,
The adoption of an archival program for maine,Ross L.F.,1966,
"Caribbean archives conference, 1965",Schellenberg T.,1966,
The scholar's one world,Butterfield L.H.,1966,
The impact of the proposed copyright law upon scholars and custodians,Cox H.,1966,
The recent American Past v. H.R. 4347: Historians' Dilemma,Rundell W.,1966,
Hunt for American archives in the Soviet union,Langley H.,1966,
Alienation and thievery: Archival problems,Rhoads J.,1966,
Records and archives of the professions,Ballentine R.,1966,
The record group concept: A critique,Fenyo M.D.,1966,
Modern methods of arrangement of archives in the United States,Evans F.,1966,
New dimensions in the education of American Archivists,Breck A.,1966,
The organization and publication of the Frank B. Gilbreth papers,Eckles R.B.,1966,
Ut omnes unum sint - The Rockefeller archives,Ernst J.,1966,
Bank of America's archival program,Wilson O.,1966,
Commercial and industrial archives in Denmark,Iben I.,1966,
The Western electric historical library,Buchanan J.,1966,
Business records management,Sward F.,1966,
Business archives: Introductory remarks,Hidy R.W.,1966,
Wisconsin's area research centers,Erney R.,1966,
President's page,Nelson C.,1966,
The changing role of the archivist,Lamb W.,1966,
The boeing archival program,McLellan P.,1966,
Business archives and museum development,Heacock W.,1966,
Materials for company history in the National Archives,Hancock H.,1966,
"Research, anyone? A look at the federal records centers",Petrowski W.R.,1967,
Informing the government about its archives,Brichford M.J.,1967,
The archivist and public relations,Delgado D.,1967,
The indispensability of business archives,Davidson H.,1967,
The Jewish Historical Society of Greater Washington: Its archival program,Dubow S.,1967,
To serve scholarship,Rundell W.,1967,
Pots and pans history: Relating manuscripts and printed sources to the study of domestic art objects,Wood E.,1967,
The catalogue of American portraits,Reed D.,1967,
Archives of the motion picture: A general view,Fielding R.,1967,
The national library of television,Brown L.,1967,
Archives of the arts: An introduction,Whitehill W.,1967,
The Kirsten Flagstad memorial collection,Nece B.,1967,
Resources in the Wisconsin center for Theatre Research,Kaiser B.,1967,
The toscanini archives,Winfrey D.,1967,
The archives of American art,McCoy G.,1967,
The archivist's Shakespeare,Lewinson P.,1967,
The use of archives in the field of art by graduate students and researchers,MacFarland K.,1967,
The metropolitan opera archives,Peltz M.E.,1967,
Automation and information retrieval in archives - The broad concepts,Campbell R.,1967,
Mechanization of the manuscript catalogue at the Public Archives of Canada,Atherton J.,1967,
Automated techniques in comprehensive indexing,Claudia S.,1967,
Item indexing by automated processes,Smith R.,1967,
The application of automated techniques in the management and control of source materials,Burke F.,1967,
New data to shape history,Guthrie C.,1967,
From the information soapbox: Information handling dialectically considered,Wood E.,1967,
Abstracts of foreign periodicals,Born L.,1967,
The business historian and his sources,White G.T.,1967,
An elusive manuscript - The proceedings of the Maryland convention of 1774,Radoff M.,1967,
"Economic status of the archival profession, 1965-66",Mason P.,1967,
Selective preservation of general correspondence,Pinkett H.,1967,
The archivist's challenge: To lead - Or not to lead,Renze D.,1967,
Establishment of the public archives of Hawaii as a territorial agency,Young C.,1967,
Archivists and records managers: Variations on a theme,Evans F.,1967,
"In Memoriam Waldo Gifford Leland, 1879-1966",Cappon L.,1967,
Confessions of a reformed archivist,Reingold N.,1968,
The historical value of motion pictures,Kuiper J.,1968,
Recorded music and re-recording processes,Welch W.,1968,
"John Foster Dulles' ""Letter of gift""",Wickman J.,1968,
The use of forms in the control of archives at the accessioning and processing level,Bodem D.,1968,
A practical approach to University Records Management,Schmidt W.,1968,
Records management in the Administration of College and University Archives,Chatfield H.L.,1968,
The problem of confidentiality in a college archives,Finch H.,1968,
The status of College and University Archives,Warner R.M.,1968,
Federal-university relationships and the paperwork explosion,Harding B.,1968,
Small college archives: Problems and solutions,Hackmann W.K.,1968,
On the education of archivists and librarians,Colson J.C.,1968,
Archival training in library schools,Schellenberg T.,1968,
"Archival training in American Universities, 1938-68",Jones H.,1968,
The modern archivist: Formally trained or serf-educated?,Kayelamb W.,1968,
Maryland's 1967 constitutional convention and its records,East S.,1968,
Some kinds of classification,Irvine D.,1968,
Archival Janus: The records center,Angel H.,1968,
The scholar and the archivist - A partnership,Jordan P.D.,1968,
Archives and the citadel,Grogg T.,1968,
Where do public records belong?,Duniway D.,1968,
Archives and the French revolution,Lokke C.,1968,
